name,country,subcountry,geonameid,timezone
Warendorf,Germany,North Rhine-Westphalia,2814127,Europe/Berlin
Waren,Germany,Mecklenburg-Vorpommern,2814131,Europe/Berlin
Wardenburg,Germany,Lower Saxony,2814146,Europe/Berlin
Warburg,Germany,North Rhine-Westphalia,2814153,Europe/Berlin
Wangen,Germany,Baden-Wurttemberg,2814270,Europe/Berlin
Wandlitz,Germany,Brandenburg,2814305,Europe/Berlin
Waltrop,Germany,North Rhine-Westphalia,2814362,Europe/Berlin
Walsrode,Germany,Lower Saxony,2814462,Europe/Berlin
Wallenhorst,Germany,Lower Saxony,2814632,Europe/Berlin
Waldshut-Tiengen,Germany,Baden-Wurttemberg,2814791,Europe/Berlin
Waldkraiburg,Germany,Bavaria,2814874,Europe/Berlin
Waldkirch,Germany,Baden-Wurttemberg,2814883,Europe/Berlin
Waldbröl,Germany,North Rhine-Westphalia,2815137,Europe/Berlin
Waiblingen,Germany,Baden-Wurttemberg,2815330,Europe/Berlin
Waghäusel,Germany,Baden-Wurttemberg,2815487,Europe/Berlin
Wadgassen,Germany,Saarland,2815559,Europe/Berlin
Wadern,Germany,Saarland,2815565,Europe/Berlin
Wachtberg,Germany,North Rhine-Westphalia,2815678,Europe/Berlin
Vreden,Germany,North Rhine-Westphalia,2815824,Europe/Berlin
Volksdorf,Germany,Hamburg,2816607,Europe/Berlin
Völklingen,Germany,Saarland,2816630,Europe/Berlin
Voerde,Germany,North Rhine-Westphalia,2817065,Europe/Berlin
Vlotho,Germany,North Rhine-Westphalia,2817105,Europe/Berlin
Vilshofen,Germany,Bavaria,2817202,Europe/Berlin
Villingen-Schwenningen,Germany,Baden-Wurttemberg,2817220,Europe/Berlin
Viersen,Germany,North Rhine-Westphalia,2817311,Europe/Berlin
Viernheim,Germany,Hesse,2817324,Europe/Berlin
Versmold,Germany,North Rhine-Westphalia,2817537,Europe/Berlin
Verl,Germany,North Rhine-Westphalia,2817576,Europe/Berlin
Verden,Germany,Lower Saxony,2817599,Europe/Berlin
Velbert,Germany,North Rhine-Westphalia,2817724,Europe/Berlin
Vegesack,Germany,City state Bremen,2817783,Europe/Berlin
Vechta,Germany,Lower Saxony,2817812,Europe/Berlin
Vechelde,Germany,Lower Saxony,2817813,Europe/Berlin
Vaterstetten,Germany,Bavaria,2817818,Europe/Berlin
Varel,Germany,Lower Saxony,2817873,Europe/Berlin
Vaihingen an der Enz,Germany,Baden-Wurttemberg,2817927,Europe/Berlin
Uetersen,Germany,Schleswig-Holstein,2818067,Europe/Berlin
Uslar,Germany,Lower Saxony,2818094,Europe/Berlin
Unterschleißheim,Germany,Bavaria,2818766,Europe/Berlin
Unterhaching,Germany,Bavaria,2819465,Europe/Berlin
Unterkrozingen,Germany,Baden-Wurttemberg,2819974,Europe/Berlin
Unna,Germany,North Rhine-Westphalia,2820087,Europe/Berlin
Ulm,Germany,Baden-Wurttemberg,2820256,Europe/Berlin
Uerdingen,Germany,North Rhine-Westphalia,2820447,Europe/Berlin
Uelzen,Germany,Lower Saxony,2820456,Europe/Berlin
Überlingen,Germany,Baden-Wurttemberg,2820577,Europe/Berlin
Übach-Palenberg,Germany,North Rhine-Westphalia,2820621,Europe/Berlin
Tuttlingen,Germany,Baden-Wurttemberg,2820693,Europe/Berlin
Tübingen,Germany,Baden-Wurttemberg,2820860,Europe/Berlin
Trossingen,Germany,Baden-Wurttemberg,2820973,Europe/Berlin
Troisdorf,Germany,North Rhine-Westphalia,2821029,Europe/Berlin
Trier,Germany,Rheinland-Pfalz,2821164,Europe/Berlin
Traunstein,Germany,Bavaria,2821515,Europe/Berlin
Traunreut,Germany,Bavaria,2821517,Europe/Berlin
Torgau,Germany,Saxony,2821807,Europe/Berlin
Tönisvorst,Germany,North Rhine-Westphalia,2821899,Europe/Berlin
Tettnang,Germany,Baden-Wurttemberg,2823368,Europe/Berlin
Templin,Germany,Brandenburg,2823533,Europe/Berlin
Tempelhof,Germany,State of Berlin,2823538,Europe/Berlin
Teltow,Germany,Brandenburg,2823567,Europe/Berlin
Telgte,Germany,North Rhine-Westphalia,2823590,Europe/Berlin
Tegel,Germany,State of Berlin,2823708,Europe/Berlin
Taunusstein,Germany,Hesse,2823799,Europe/Berlin
Taufkirchen,Germany,Bavaria,2823812,Europe/Berlin
Syke,Germany,Lower Saxony,2824461,Europe/Berlin
Sundern,Germany,North Rhine-Westphalia,2824655,Europe/Berlin
Sulzbach-Rosenberg,Germany,Bavaria,2824801,Europe/Berlin
Sulzbach,Germany,Saarland,2824841,Europe/Berlin
Suhl,Germany,Thuringia,2824948,Europe/Berlin
Stuttgart,Germany,Baden-Wurttemberg,2825297,Europe/Berlin
Stuhr,Germany,Lower Saxony,2825422,Europe/Berlin
Strausberg,Germany,Brandenburg,2826082,Europe/Berlin
Straubing,Germany,Bavaria,2826099,Europe/Berlin
Stralsund,Germany,Mecklenburg-Vorpommern,2826287,Europe/Berlin
Straelen,Germany,North Rhine-Westphalia,2826304,Europe/Berlin
Stolberg,Germany,North Rhine-Westphalia,2826595,Europe/Berlin
Stockelsdorf,Germany,Schleswig-Holstein,2826861,Europe/Berlin
Stockach,Germany,Baden-Wurttemberg,2826909,Europe/Berlin
Stendal,Germany,Saxony-Anhalt,2827479,Europe/Berlin
Stellingen,Germany,Hamburg,2827552,Europe/Berlin
Steinhagen,Germany,North Rhine-Westphalia,2828050,Europe/Berlin
Steinfurt,Germany,North Rhine-Westphalia,2828105,Europe/Berlin
Steilshoop,Germany,Hamburg,2828994,Europe/Berlin
Steglitz,Germany,State of Berlin,2829109,Europe/Berlin
Staßfurt,Germany,Saxony-Anhalt,2829422,Europe/Berlin
Starnberg,Germany,Bavaria,2829457,Europe/Berlin
Stadtlohn,Germany,North Rhine-Westphalia,2829758,Europe/Berlin
Stadthagen,Germany,Lower Saxony,2829777,Europe/Berlin
Stadtallendorf,Germany,Hesse,2829804,Europe/Berlin
Stade,Germany,Lower Saxony,2829901,Europe/Berlin
Staaken,Germany,State of Berlin,2829962,Europe/Berlin
Sprockhövel,Germany,North Rhine-Westphalia,2829998,Europe/Berlin
Springe,Germany,Lower Saxony,2830035,Europe/Berlin
Speyer,Germany,Rheinland-Pfalz,2830582,Europe/Berlin
Spenge,Germany,North Rhine-Westphalia,2830637,Europe/Berlin
Sonthofen,Germany,Bavaria,2831088,Europe/Berlin
Sonneberg,Germany,Thuringia,2831250,Europe/Berlin
Sondershausen,Germany,Thuringia,2831276,Europe/Berlin
Sömmerda,Germany,Thuringia,2831403,Europe/Berlin
Soltau,Germany,Lower Saxony,2831486,Europe/Berlin
Solingen,Germany,North Rhine-Westphalia,2831580,Europe/Berlin
Soest,Germany,North Rhine-Westphalia,2831708,Europe/Berlin
Sinzig,Germany,Rheinland-Pfalz,2831852,Europe/Berlin
Sinsheim,Germany,Baden-Wurttemberg,2831872,Europe/Berlin
Singen,Germany,Baden-Wurttemberg,2831924,Europe/Berlin
Sindelfingen,Germany,Baden-Wurttemberg,2831948,Europe/Berlin
Simmerath,Germany,North Rhine-Westphalia,2832023,Europe/Berlin
Sigmaringen,Germany,Baden-Wurttemberg,2832232,Europe/Berlin
Siegen,Germany,North Rhine-Westphalia,2832495,Europe/Berlin
Siegburg,Germany,North Rhine-Westphalia,2832521,Europe/Berlin
Langenhorn,Germany,Hamburg,2832561,Europe/Berlin
Senftenberg,Germany,Brandenburg,2833073,Europe/Berlin
Senden,Germany,North Rhine-Westphalia,2833079,Europe/Berlin
Senden,Germany,Bavaria,2833080,Europe/Berlin
Selm,Germany,North Rhine-Westphalia,2833170,Europe/Berlin
Seligenstadt,Germany,Hesse,2833242,Europe/Berlin
Selb,Germany,Bavaria,2833296,Europe/Berlin
Sehnde,Germany,Lower Saxony,2833475,Europe/Berlin
Seevetal,Germany,Lower Saxony,2833564,Europe/Berlin
Seesen,Germany,Lower Saxony,2833592,Europe/Berlin
Seelze,Germany,Lower Saxony,2833641,Europe/Berlin
Schwetzingen,Germany,Baden-Wurttemberg,2834240,Europe/Berlin
Schwerte,Germany,North Rhine-Westphalia,2834265,Europe/Berlin
Schwerin,Germany,Mecklenburg-Vorpommern,2834282,Europe/Berlin
Schwelm,Germany,North Rhine-Westphalia,2834372,Europe/Berlin
Schweinfurt,Germany,Bavaria,2834498,Europe/Berlin
Schwedt (Oder),Germany,Brandenburg,2834629,Europe/Berlin
Schwarzenberg,Germany,Saxony,2834978,Europe/Berlin
Schwanewede,Germany,Lower Saxony,2835260,Europe/Berlin
Schwandorf in Bayern,Germany,Bavaria,2835297,Europe/Berlin
Schwalmtal,Germany,North Rhine-Westphalia,2835342,Europe/Berlin
Schwalmstadt,Germany,Hesse,2835345,Europe/Berlin
Schwalbach,Germany,Saarland,2835382,Europe/Berlin
Schwäbisch Hall,Germany,Baden-Wurttemberg,2835481,Europe/Berlin
Schwäbisch Gmünd,Germany,Baden-Wurttemberg,2835482,Europe/Berlin
Schwabach,Germany,Bavaria,2835537,Europe/Berlin
Schrobenhausen,Germany,Bavaria,2836084,Europe/Berlin
Schramberg,Germany,Baden-Wurttemberg,2836203,Europe/Berlin
Schortens,Germany,Lower Saxony,2836282,Europe/Berlin
Schorndorf,Germany,Baden-Wurttemberg,2836320,Europe/Berlin
Schopfheim,Germany,Baden-Wurttemberg,2836413,Europe/Berlin
Schöneberg,Germany,State of Berlin,2836788,Europe/Berlin
Schönebeck,Germany,Saxony-Anhalt,2836809,Europe/Berlin
Schneverdingen,Germany,Lower Saxony,2837291,Europe/Berlin
Schnelsen,Germany,Hamburg,2837343,Europe/Berlin
Schneeberg,Germany,Saxony,2837470,Europe/Berlin
Schmelz,Germany,Saarland,2837954,Europe/Berlin
Schmargendorf,Germany,State of Berlin,2838009,Europe/Berlin
Schmallenberg,Germany,North Rhine-Westphalia,2838053,Europe/Berlin
Schmalkalden,Germany,Thuringia,2838059,Europe/Berlin
Schlüchtern,Germany,Hesse,2838201,Europe/Berlin
Schleswig,Germany,Schleswig-Holstein,2838634,Europe/Berlin
Schkeuditz,Germany,Saxony,2839050,Europe/Berlin
Schiffweiler,Germany,Saarland,2839316,Europe/Berlin
Schifferstadt,Germany,Rheinland-Pfalz,2839335,Europe/Berlin
Bad Saulgau,Germany,Baden-Wurttemberg,2841125,Europe/Berlin
Sasel,Germany,Hamburg,2841374,Europe/Berlin
Sarstedt,Germany,Lower Saxony,2841386,Europe/Berlin
Sankt Wendel,Germany,Saarland,2841463,Europe/Berlin
Sankt Ingbert,Germany,Saarland,2841590,Europe/Berlin
Sankt Augustin,Germany,North Rhine-Westphalia,2841648,Europe/Berlin
Sangerhausen,Germany,Saxony-Anhalt,2841693,Europe/Berlin
Salzwedel,Germany,Saxony-Anhalt,2842112,Europe/Berlin
Salzkotten,Germany,North Rhine-Westphalia,2842131,Europe/Berlin
Salzgitter,Germany,Lower Saxony,2842150,Europe/Berlin
Saarlouis,Germany,Saarland,2842632,Europe/Berlin
Saarbrücken,Germany,Saarland,2842647,Europe/Berlin
Saalfeld,Germany,Thuringia,2842688,Europe/Berlin
Rüsselsheim am Main,Germany,Hesse,2842884,Europe/Berlin
Rummelsburg,Germany,State of Berlin,2843106,Europe/Berlin
Rudow,Germany,State of Berlin,2843350,Europe/Berlin
Rudolstadt,Germany,Thuringia,2843355,Europe/Berlin
Rottweil,Germany,Baden-Wurttemberg,2843636,Europe/Berlin
Rottenburg,Germany,Baden-Wurttemberg,2843729,Europe/Berlin
Rotherbaum,Germany,Hamburg,2843965,Europe/Berlin
Roth,Germany,Bavaria,2844265,Europe/Berlin
Rotenburg,Germany,Lower Saxony,2844437,Europe/Berlin
Rostock,Germany,Mecklenburg-Vorpommern,2844588,Europe/Berlin
Rösrath,Germany,North Rhine-Westphalia,2844862,Europe/Berlin
Rosenheim,Germany,Bavaria,2844988,Europe/Berlin
Ronnenberg,Germany,Lower Saxony,2845222,Europe/Berlin
Rissen,Germany,Hamburg,2846455,Europe/Berlin
Rinteln,Germany,Lower Saxony,2846523,Europe/Berlin
Rietberg,Germany,North Rhine-Westphalia,2846843,Europe/Berlin
Riesa,Germany,Saxony,2846939,Europe/Berlin
Riegelsberg,Germany,Saarland,2847033,Europe/Berlin
Ribnitz-Damgarten,Germany,Mecklenburg-Vorpommern,2847524,Europe/Berlin
Rheinhausen,Germany,North Rhine-Westphalia,2847631,Europe/Berlin
Rheinfelden,Germany,Baden-Wurttemberg,2847639,Europe/Berlin
Rheine,Germany,North Rhine-Westphalia,2847645,Europe/Berlin
Rheinberg,Germany,North Rhine-Westphalia,2847662,Europe/Berlin
Rheinbach,Germany,North Rhine-Westphalia,2847666,Europe/Berlin
Rhede,Germany,North Rhine-Westphalia,2847689,Europe/Berlin
Rheda-Wiedenbrück,Germany,North Rhine-Westphalia,2847690,Europe/Berlin
Reutlingen,Germany,Baden-Wurttemberg,2847736,Europe/Berlin
Renningen,Germany,Baden-Wurttemberg,2848175,Europe/Berlin
Rendsburg,Germany,Schleswig-Holstein,2848245,Europe/Berlin
Remscheid,Germany,North Rhine-Westphalia,2848273,Europe/Berlin
Remagen,Germany,Rheinland-Pfalz,2848335,Europe/Berlin
Reinickendorf,Germany,State of Berlin,2848756,Europe/Berlin
Reinheim,Germany,Hesse,2848762,Europe/Berlin
Reinbek,Germany,Schleswig-Holstein,2848845,Europe/Berlin
Reichenbach/Vogtland,Germany,Saxony,2849156,Europe/Berlin
Regensburg,Germany,Bavaria,2849483,Europe/Berlin
Rees,Germany,North Rhine-Westphalia,2849548,Europe/Berlin
Recklinghausen,Germany,North Rhine-Westphalia,2849647,Europe/Berlin
Ravensburg,Germany,Baden-Wurttemberg,2849802,Europe/Berlin
Ratingen,Germany,North Rhine-Westphalia,2850174,Europe/Berlin
Rathenow,Germany,Brandenburg,2850213,Europe/Berlin
Ratekau,Germany,Schleswig-Holstein,2850235,Europe/Berlin
Rastede,Germany,Lower Saxony,2850253,Europe/Berlin
Rastatt,Germany,Baden-Wurttemberg,2850257,Europe/Berlin
Rahlstedt,Germany,Hamburg,2850872,Europe/Berlin
Rahden,Germany,North Rhine-Westphalia,2850887,Europe/Berlin
Radolfzell,Germany,Baden-Wurttemberg,2850954,Europe/Berlin
Radevormwald,Germany,North Rhine-Westphalia,2850995,Europe/Berlin
Radebeul,Germany,Saxony,2851077,Europe/Berlin
Radeberg,Germany,Saxony,2851079,Europe/Berlin
Quickborn,Germany,Schleswig-Holstein,2851343,Europe/Berlin
Quedlinburg,Germany,Saxony-Anhalt,2851465,Europe/Berlin
Püttlingen,Germany,Saarland,2851584,Europe/Berlin
Pulheim,Germany,North Rhine-Westphalia,2851746,Europe/Berlin
Puchheim,Germany,Bavaria,2851782,Europe/Berlin
Prenzlauer Berg,Germany,State of Berlin,2852217,Europe/Berlin
Prenzlau,Germany,Brandenburg,2852218,Europe/Berlin
Preetz,Germany,Schleswig-Holstein,2852280,Europe/Berlin
Potsdam,Germany,Brandenburg,2852458,Europe/Berlin
Porz am Rhein,Germany,North Rhine-Westphalia,2852566,Europe/Berlin
Porta Westfalica,Germany,North Rhine-Westphalia,2852577,Europe/Berlin
Poppenbüttel,Germany,Hamburg,2852673,Europe/Berlin
Plettenberg,Germany,North Rhine-Westphalia,2853209,Europe/Berlin
Plauen,Germany,Saxony,2853292,Europe/Berlin
Pirna,Germany,Saxony,2853572,Europe/Berlin
Pirmasens,Germany,Rheinland-Pfalz,2853574,Europe/Berlin
Pinneberg,Germany,Schleswig-Holstein,2853658,Europe/Berlin
Pfungstadt,Germany,Hesse,2853924,Europe/Berlin
Pfullingen,Germany,Baden-Wurttemberg,2853928,Europe/Berlin
Pforzheim,Germany,Baden-Wurttemberg,2853969,Europe/Berlin
Pfaffenhofen an der Ilm,Germany,Bavaria,2854386,Europe/Berlin
Petershagen,Germany,North Rhine-Westphalia,2854655,Europe/Berlin
Penzberg,Germany,Bavaria,2854923,Europe/Berlin
Peine,Germany,Lower Saxony,2855047,Europe/Berlin
Passau,Germany,Bavaria,2855328,Europe/Berlin
Pasing,Germany,Bavaria,2855334,Europe/Berlin
Parchim,Germany,Mecklenburg-Vorpommern,2855441,Europe/Berlin
Papenburg,Germany,Lower Saxony,2855525,Europe/Berlin
Pankow,Germany,State of Berlin,2855598,Europe/Berlin
Paderborn,Germany,North Rhine-Westphalia,2855745,Europe/Berlin
Oyten,Germany,Lower Saxony,2855794,Europe/Berlin
Overath,Germany,North Rhine-Westphalia,2855859,Europe/Berlin
Ottweiler,Germany,Saarland,2855917,Europe/Berlin
Ottobrunn bei München,Germany,Bavaria,2855935,Europe/Berlin
Ottensen,Germany,Hamburg,2856075,Europe/Berlin
Othmarschen,Germany,Hamburg,2856163,Europe/Berlin
Osterholz-Scharmbeck,Germany,Lower Saxony,2856500,Europe/Berlin
Osnabrück,Germany,Lower Saxony,2856883,Europe/Berlin
Osdorf,Germany,Hamburg,2856915,Europe/Berlin
Oschersleben,Germany,Saxony-Anhalt,2856930,Europe/Berlin
Oschatz,Germany,Saxony,2856944,Europe/Berlin
Oranienburg,Germany,Brandenburg,2857129,Europe/Berlin
Opladen,Germany,North Rhine-Westphalia,2857185,Europe/Berlin
Olsberg,Germany,North Rhine-Westphalia,2857291,Europe/Berlin
Olpe,Germany,North Rhine-Westphalia,2857306,Europe/Berlin
Oldenburg,Germany,Lower Saxony,2857458,Europe/Berlin
Olching,Germany,Bavaria,2857472,Europe/Berlin
Öhringen,Germany,Baden-Wurttemberg,2857565,Europe/Berlin
Offenburg,Germany,Baden-Wurttemberg,2857798,Europe/Berlin
Offenbach,Germany,Hesse,2857807,Europe/Berlin
Oerlinghausen,Germany,North Rhine-Westphalia,2857900,Europe/Berlin
Oer-Erkenschwick,Germany,North Rhine-Westphalia,2857904,Europe/Berlin
Oelde,Germany,North Rhine-Westphalia,2857943,Europe/Berlin
Odenthal,Germany,North Rhine-Westphalia,2858103,Europe/Berlin
Ochtrup,Germany,North Rhine-Westphalia,2858245,Europe/Berlin
Oberursel,Germany,Hesse,2858738,Europe/Berlin
Obertshausen,Germany,Hesse,2858763,Europe/Berlin
Oberschöneweide,Germany,State of Berlin,2859103,Europe/Berlin
Ober-Ramstadt,Germany,Hesse,2859380,Europe/Berlin
Oberkirch,Germany,Baden-Wurttemberg,2860080,Europe/Berlin
Oberhausen,Germany,North Rhine-Westphalia,2860410,Europe/Berlin
Oberasbach,Germany,Bavaria,2861402,Europe/Berlin
Nürtingen,Germany,Baden-Wurttemberg,2861632,Europe/Berlin
Nürnberg,Germany,Bavaria,2861650,Europe/Berlin
Nümbrecht,Germany,North Rhine-Westphalia,2861677,Europe/Berlin
Nottuln,Germany,North Rhine-Westphalia,2861733,Europe/Berlin
Northeim,Germany,Lower Saxony,2861814,Europe/Berlin
Nördlingen,Germany,Bavaria,2861914,Europe/Berlin
Nordhorn,Germany,Lower Saxony,2861934,Europe/Berlin
Nordhausen,Germany,Thuringia,2861982,Europe/Berlin
Norderstedt,Germany,Schleswig-Holstein,2862026,Europe/Berlin
Nordenham,Germany,Lower Saxony,2862104,Europe/Berlin
Norden,Germany,Lower Saxony,2862118,Europe/Berlin
Nippes,Germany,North Rhine-Westphalia,2862375,Europe/Berlin
Niendorf,Germany,Hamburg,2862606,Europe/Berlin
Nienburg,Germany,Lower Saxony,2862620,Europe/Berlin
Niederschönhausen,Germany,State of Berlin,2862888,Europe/Berlin
Niederkrüchten,Germany,North Rhine-Westphalia,2863199,Europe/Berlin
Niederkassel,Germany,North Rhine-Westphalia,2863223,Europe/Berlin
Nieder-Ingelheim,Germany,Rheinland-Pfalz,2863240,Europe/Berlin
Nidderau,Germany,Hesse,2863712,Europe/Berlin
Nidda,Germany,Hesse,2863716,Europe/Berlin
Neu Wulmstorf,Germany,Lower Saxony,2863795,Europe/Berlin
Neuwied,Germany,Rheinland-Pfalz,2863840,Europe/Berlin
Neu-Ulm,Germany,Bavaria,2863941,Europe/Berlin
Neustrelitz,Germany,Mecklenburg-Vorpommern,2864005,Europe/Berlin
Neustadt in Holstein,Germany,Schleswig-Holstein,2864034,Europe/Berlin
Neustadt bei Coburg,Germany,Bavaria,2864053,Europe/Berlin
Neustadt an der Weinstraße,Germany,Rheinland-Pfalz,2864054,Europe/Berlin
Neustadt am Rübenberge,Germany,Lower Saxony,2864058,Europe/Berlin
Neue Neustadt,Germany,Saxony-Anhalt,2864072,Europe/Berlin
Neuss,Germany,North Rhine-Westphalia,2864118,Europe/Berlin
Neuruppin,Germany,Brandenburg,2864276,Europe/Berlin
Neunkirchen,Germany,Saarland,2864435,Europe/Berlin
Neumünster,Germany,Schleswig-Holstein,2864475,Europe/Berlin
Neumarkt in der Oberpfalz,Germany,Bavaria,2864549,Europe/Berlin
Neukölln,Germany,State of Berlin,2864695,Europe/Berlin
Neu-Isenburg,Germany,Hesse,2864820,Europe/Berlin
Neugraben-Fischbek,Germany,Hamburg,2865260,Europe/Berlin
Neufahrn bei Freising,Germany,Bavaria,2865376,Europe/Berlin
Neuenhagen,Germany,Brandenburg,2865716,Europe/Berlin
Neuburg an der Donau,Germany,Bavaria,2866070,Europe/Berlin
Neubrück,Germany,North Rhine-Westphalia,2866110,Europe/Berlin
Neubrandenburg,Germany,Mecklenburg-Vorpommern,2866135,Europe/Berlin
Neu-Anspach,Germany,Hesse,2866280,Europe/Berlin
Nettetal,Germany,North Rhine-Westphalia,2866333,Europe/Berlin
Netphen,Germany,North Rhine-Westphalia,2866375,Europe/Berlin
Neckarsulm,Germany,Baden-Wurttemberg,2866758,Europe/Berlin
Naumburg,Germany,Saxony-Anhalt,2866906,Europe/Berlin
Nauen,Germany,Brandenburg,2866930,Europe/Berlin
Nagold,Germany,Baden-Wurttemberg,2867164,Europe/Berlin
Munster,Germany,Lower Saxony,2867542,Europe/Berlin
Münster,Germany,North Rhine-Westphalia,2867543,Europe/Berlin
Hannoversch Münden,Germany,Lower Saxony,2867613,Europe/Berlin
Munich,Germany,Bavaria,2867714,Europe/Berlin
Müllheim,Germany,Baden-Wurttemberg,2867770,Europe/Berlin
Mülheim,Germany,North Rhine-Westphalia,2867838,Europe/Berlin
Mühlheim am Main,Germany,Hesse,2867985,Europe/Berlin
Stuttgart Mühlhausen,Germany,Baden-Wurttemberg,2867993,Europe/Berlin
Mühlhausen,Germany,Thuringia,2867996,Europe/Berlin
Mühldorf,Germany,Bavaria,2868506,Europe/Berlin
Mühlacker,Germany,Baden-Wurttemberg,2868788,Europe/Berlin
Much,Germany,North Rhine-Westphalia,2868936,Europe/Berlin
Mössingen,Germany,Baden-Wurttemberg,2869019,Europe/Berlin
Mosbach,Germany,Baden-Wurttemberg,2869120,Europe/Berlin
Moosburg,Germany,Bavaria,2869449,Europe/Berlin
Monheim am Rhein,Germany,North Rhine-Westphalia,2869791,Europe/Berlin
Mönchengladbach,Germany,North Rhine-Westphalia,2869894,Europe/Berlin
Mölln,Germany,Schleswig-Holstein,2869994,Europe/Berlin
Moers,Germany,North Rhine-Westphalia,2870221,Europe/Berlin
Moabit,Germany,State of Berlin,2870310,Europe/Berlin
Mittweida,Germany,Saxony,2870318,Europe/Berlin
Minden,Germany,North Rhine-Westphalia,2871039,Europe/Berlin
Michelstadt,Germany,Hesse,2871284,Europe/Berlin
Metzingen,Germany,Baden-Wurttemberg,2871486,Europe/Berlin
Mettmann,Germany,North Rhine-Westphalia,2871535,Europe/Berlin
Meschede,Germany,North Rhine-Westphalia,2871668,Europe/Berlin
Merzig,Germany,Saarland,2871675,Europe/Berlin
Merseburg,Germany,Saxony-Anhalt,2871736,Europe/Berlin
Meppen,Germany,Lower Saxony,2871845,Europe/Berlin
Menden,Germany,North Rhine-Westphalia,2871983,Europe/Berlin
